0, 1, 2, 3, 4, 5, 6, 7, 8
2, -14, 1, -9, -713, 700, -1203, 5, -454
83, 106, 1, -11, -709, 704, -1203, 6, -451
-2, 30, -52, -15, -680, 732, -1205, 8, -428
-58, 201, -64, -40, -655, 753, -1225, 23, -410
-59, -114, -252, -97, -626, 773, -1239, 55, -390
21, 99, -121, -193, -587, 785, -1242, 111, -367
-2, 168, -43, -323, -566, 758, -1240, 188, -367
-19, -8, 98, -486, -505, 712, -1239, 291, -353
-52, -113, 138, -638, -427, 639, -1240, 396, -337
-1, -39, 144, -755, -327, 567, -1243, 490, -299
-80, -100, 159, -845, -233, 480, -1255, 577, -258
47, -173, 124, -888, -177, 423, -1275, 626, -226
-36, -116, 152, -944, -78, 318, -1295, 708, -138
0, -123, 37, -964, -23, 264, -1248, 746, -51
35, -59, 119, -971, 4, 238, -1204, 762, 10
-19, -53, 123, -978, 36, 203, -1118, 780, 102
-35, -27, 235, -984, 62, 163, -1025, 799, 209
-38, 131, -55, -987, 71, 142, -971, 808, 265
-21, 2, 65, -990, 82, 108, -857, 821, 373
4, -85, 77, -991, 84, 95, -806, 826, 415
-9, -55, 125, -992, 87, 89, -771, 827, 444
-8, -79, 154, -992, 88, 80, -731, 831, 477
-13, -25, 131, -993, 77, 78, -762, 836, 446
-4, -16, 113, -995, 62, 75, -812, 843, 396
-10, -14, 91, -996, 45, 71, -887, 851, 321
-12, -4, 96, -997, 35, 67, -931, 856, 278
-13, 13, 95, -997, 21, 60, -1016, 863, 194
8, 29, 102, -998, 14, 49, -1051, 870, 158
-9, -44, 95, -999, 13, 38, -1022, 876, 187
-12, -37, 96, -999, 14, 31, -958, 879, 251
-12, -39, 73, -999, 14, 28, -945, 881, 264
-10, -16, 55, -999, 11, 23, -955, 884, 254
-3, 14, 55, -999, 11, 16, -875, 888, 333
-9, -26, 66, -999, 12, 9, -673, 891, 536
-11, -38, 73, -999, 16, 2, -383, 890, 825
-12, -19, 57, -999, 21, -9, -72, 886, 1136
-14, -11, 33, -999, 22, -12, -17, 885, 1191
-1, -14, 32, -999, 22, -15, 32, 884, 1240
-15, 4, 25, -999, 25, -20, 76, 881, 1285
-16, -23, 27, -999, 25, -25, 148, 879, 1357
-14, 2, 26, -999, 28, -31, 173, 875, 1381
-14, -11, 25, -998, 29, -36, 201, 873, 1410
-13, -20, 25, -998, 33, -42, 203, 868, 1412
-13, -11, 20, -998, 35, -44, 205, 867, 1414
-9, 3, 5, -998, 38, -48, 209, 864, 1418
-13, 0, 10, -998, 38, -49, 211, 863, 1419
-10, -8, 11, -997, 40, -51, 210, 862, 1418
-12, -18, 13, -997, 43, -53, 202, 860, 1410
-11, -2, 9, -997, 44, -54, 195, 859, 1403
-10, 3, 6, -997, 45, -55, 199, 858, 1407
-12, -1, -8, -997, 45, -55, 199, 858, 1407
-10, 0, 3, -997, 45, -55, 201, 859, 1409
-10, 1, 3, -997, 44, -55, 203, 859, 1410
-12, -1, 7, -997, 44, -56, 207, 858, 1415
-13, -6, 10, -997, 44, -56, 212, 858, 1419
-11, 6, 0, -997, 43, -57, 222, 858, 1429
-13, 3, 4, -997, 42, -58, 229, 858, 1435
-14, -8, 4, -997, 42, -58, 232, 858, 1439
-10, 0, 2, -997, 42, -58, 233, 858, 1439
-11, -2, 1, -997, 42, -59, 237, 858, 1443
-13, -5, 3, -997, 42, -58, 234, 858, 1440
-11, 4, 0, -997, 43, -58, 225, 858, 1431
-10, -3, 0, -997, 43, -57, 225, 858, 1432
-12, -3, -3, -997, 43, -57, 225, 858, 1431
-11, 4, 0, -997, 43, -56, 217, 858, 1423
-12, 0, 0, -997, 43, -56, 219, 859, 1425
-8, 9, -1, -997, 43, -56, 217, 859, 1423
-9, -6, 1, -997, 44, -57, 214, 858, 1420
-12, -4, 0, -997, 45, -57, 211, 858, 1417
-11, -6, 2, -997, 45, -57, 210, 857, 1416
-10, 1, 1, -997, 44, -57, 215, 858, 1420
-13, 8, 4, -997, 44, -57, 216, 858, 1422
-12, -4, -2, -997, 44, -58, 219, 858, 1425
-11, 2, 4, -997, 43, -58, 223, 858, 1428
-12, 1, 1, -997, 43, -58, 227, 858, 1432
-11, 0, 3, -997, 43, -59, 232, 857, 1437
-11, 1, 2, -997, 43, -60, 236, 857, 1442
-11, -3, -14, -997, 43, -61, 239, 856, 1445
-11, -4, 3, -997, 43, -61, 242, 856, 1447
-11, 10, -6, -997, 43, -61, 240, 856, 1445
-11, -1, -2, -997, 43, -60, 244, 857, 1447
-10, 3, -1, -997, 43, -60, 239, 857, 1441
5, 7, -2, -997, 44, -60, 234, 856, 1436
-9, -2, 0, -997, 44, -60, 235, 857, 1438
-13, 0, -6, -997, 44, -60, 234, 857, 1436
-11, 4, 5, -997, 44, -60, 233, 857, 1435
-11, 1, 2, -997, 44, -60, 232, 857, 1434
-10, 5, 0, -997, 43, -60, 239, 856, 1442
-10, 3, 0, -997, 44, -61, 240, 856, 1442
-15, -4, 4, -997, 44, -61, 241, 856, 1443
-9, 5, -1, -997, 44, -61, 241, 856, 1443
-10, 2, 0, -997, 44, -61, 238, 856, 1440
-10, 2, 4, -997, 44, -61, 236, 856, 1438
-12, 3, 0, -997, 45, -61, 232, 855, 1434
-10, 2, 3, -997, 45, -61, 230, 856, 1432
-11, 1, 1, -997, 45, -59, 223, 856, 1425
-12, 2, 0, -997, 46, -59, 219, 856, 1421
-11, 2, 3, -997, 45, -59, 224, 856, 1425
-11, -1, 3, -997, 44, -60, 232, 857, 1433
-9, 5, 0, -997, 44, -60, 238, 856, 1440
-13, 3, 6, -997, 43, -60, 241, 857, 1442
-10, 0, -3, -997, 42, -60, 246, 857, 1447
-10, 0, 0, -997, 42, -61, 249, 857, 1450
-9, 0, 6, -997, 42, -60, 246, 857, 1448
-13, -5, 3, -997, 43, -61, 248, 856, 1449
-9, 3, 0, -997, 43, -61, 249, 856, 1450
-12, 3, 2, -997, 42, -61, 251, 856, 1452
-12, -4, 2, -997, 42, -62, 254, 856, 1455
-10, 0, 1, -997, 42, -62, 255, 856, 1456
-10, 0, 4, -997, 42, -62, 260, 856, 1461
-12, 3, 0, -997, 41, -62, 262, 856, 1463
-10, -1, 0, -997, 40, -62, 268, 857, 1468
-11, -1, 2, -997, 40, -62, 268, 857, 1469
-12, -4, 1, -997, 40, -62, 272, 857, 1473
-9, 2, -1, -997, 39, -62, 274, 857, 1475
-49, 38, -33, -997, 37, -61, 285, 858, 1486
-10, 0, -7, -997, 37, -60, 281, 858, 1482
-9, 14, -7, -997, 37, -60, 284, 859, 1484
-10, 5, 0, -997, 37, -60, 285, 859, 1485
-9, 3, 0, -997, 36, -61, 293, 858, 1494
-10, 4, 5, -997, 35, -62, 304, 858, 1504
-14, 1, 0, -997, 35, -63, 309, 858, 1509
-9, 6, 2, -997, 35, -64, 313, 857, 1514
-8, 4, 2, -997, 36, -64, 303, 857, 1503
-1, -14, 25, -997, 35, -60, 297, 859, 1496
0, 40, 24, -997, 35, -57, 292, 861, 1484
66, -30, 120, -998, 37, -35, 159, 870, 1332
215, -117, -1, -998, 35, 29, -654, 873, 501
64, 34, -3, -991, 23, 130, -1050, 823, 100
-62, -43, 16, -960, 5, 277, -1144, 738, 11
-46, 74, 22, -922, 7, 386, -1155, 672, 10
-185, 2, 34, -783, 16, 620, -1164, 516, 15
-207, 4, 20, -674, 27, 737, -1160, 423, 21
-334, 51, 75, -456, 37, 888, -1158, 271, 24
-425, 162, 106, -180, 15, 983, -1171, 103, 8
-349, 53, -23, 98, 8, 995, -1185, -56, 5
-231, 62, 125, 318, 18, 947, -1197, -185, 10
-160, 19, 139, 511, 10, 859, -1203, -307, 7
-335, -149, -60, 675, -14, 737, -1196, -424, -11
-184, -296, 125, 754, -9, 656, -1203, -489, -8
-7, -77, 240, 875, -8, 482, -1199, -611, -9
-72, -178, 108, 932, -13, 359, -1186, -688, -20
-209, -221, -64, 951, -12, 307, -1178, -720, -23
-55, -129, 244, 965, -5, 261, -1163, -748, -11
-43, -55, 247, 966, -6, 255, -1150, -752, -13
-38, -68, 201, 968, -13, 248, -1128, -756, -32
-62, -25, 197, 970, -23, 239, -1104, -760, -55
-24, -25, 210, 974, -28, 224, -1087, -769, -72
-50, -42, 215, 978, -29, 204, -1078, -780, -81
-18, -55, 216, 981, -28, 190, -1075, -789, -83
-28, -58, 231, 985, -24, 168, -1074, -801, -83
-49, -62, 242, 987, -24, 154, -1066, -809, -91
-19, -33, 223, 988, -29, 150, -1046, -811, -111
-27, -32, 203, 988, -32, 148, -1031, -812, -125
-25, -59, 208, 988, -32, 149, -1033, -812, -123
-39, -42, 200, 988, -26, 148, -1053, -813, -103
-2, -38, 199, 988, -25, 147, -1060, -813, -96
-44, -42, 189, 990, -22, 138, -1063, -819, -91
-40, -43, 174, 992, -17, 123, -1070, -828, -82
-29, -46, 177, 992, -17, 123, -1072, -828, -80
-20, -47, 173, 992, -18, 123, -1068, -828, -83
-25, -42, 169, 992, -19, 123, -1061, -827, -89
-30, -30, 146, 992, -21, 121, -1052, -828, -98
-26, -41, 158, 992, -22, 121, -1043, -828, -105
-26, -41, 155, 992, -22, 118, -1042, -830, -107
-24, -38, 150, 993, -22, 115, -1040, -832, -108
-25, -40, 143, 993, -21, 110, -1039, -835, -109
-25, -39, 146, 994, -19, 103, -1038, -839, -109
-21, -36, 132, 994, -18, 98, -1038, -842, -108
-24, -35, 130, 995, -18, 93, -1035, -845, -110
-22, -30, 123, 995, -18, 89, -1032, -847, -113
-23, -26, 118, 996, -17, 82, -1027, -851, -117
-25, -30, 111, 996, -16, 78, -1026, -854, -119
-24, -28, 110, 997, -15, 73, -1025, -856, -119
-22, -28, 103, 997, -15, 70, -1024, -858, -120
-22, -26, 97, 997, -14, 67, -1023, -860, -121
-20, -25, 95, 997, -13, 63, -1025, -862, -118
-22, -22, 90, 998, -12, 60, -1023, -864, -120
-21, -23, 86, 998, -12, 57, -1025, -866, -118
-21, -25, 83, 998, -11, 53, -1027, -868, -116
-22, -22, 80, 998, -10, 50, -1029, -870, -114
-21, -19, 76, 998, -9, 46, -1032, -872, -112
-22, -20, 70, 999, -7, 43, -1040, -874, -103
-21, -27, 73, 999, -6, 39, -1050, -876, -93
-19, -21, 65, 999, -6, 36, -1051, -878, -92
-20, -23, 61, 999, -5, 33, -1049, -880, -94
-19, -9, 53, 999, -4, 29, -1054, -883, -89
-23, -9, 51, 999, -4, 26, -1046, -884, -97
-20, -19, 53, 999, -4, 24, -1039, -885, -104
-23, -18, 52, 999, -4, 22, -1042, -886, -101
-20, -14, 49, 999, -3, 20, -1049, -888, -93
-20, -17, 48, 999, -2, 18, -1052, -889, -91
-18, -17, 45, 999, -2, 17, -1051, -890, -92
-19, -9, 42, 999, -2, 15, -1052, -891, -90
-18, -13, 41, 999, -1, 12, -1067, -892, -76
-18, -15, 41, 999, 0, 9, -1112, -894, -30
-16, -14, 36, 999, 0, 6, -1161, -896, 17
-20, -10, 32, 999, 0, 4, -1254, -897, 110
-19, -13, 30, 999, 1, 2, -1356, -898, 212
-21, -10, 32, 999, 1, 0, -1773, -898, 629
-20, -9, 28, 999, 2, 0, 1351, -898, 1104
-17, -10, 23, 999, 2, -1, 1200, -898, 1255
-21, -9, 27, 999, 3, -3, 1045, -897, 1410
-22, -8, 22, 999, 3, -5, 994, -896, 1461
-19, -11, 24, 999, 4, -6, 974, -895, 1481
-19, -8, 18, 999, 4, -8, 948, -894, 1507
-18, -10, 20, 999, 5, -9, 940, -893, 1515
-19, -9, 20, 999, 5, -10, 931, -893, 1524
-19, -6, 17, 999, 6, -12, 937, -892, 1518
-19, -7, 16, 999, 6, -13, 933, -891, 1522
-19, -8, 16, 999, 7, -14, 930, -890, 1525
-20, -8, 17, 999, 7, -15, 925, -890, 1530
-21, -6, 10, 999, 7, -15, 918, -889, 1537
-19, -8, 14, 999, 8, -16, 916, -889, 1539
-19, -6, 12, 999, 8, -17, 906, -889, 1548
-17, -7, 9, 999, 8, -18, 903, -888, 1551
-20, -7, 10, 999, 8, -18, 905, -888, 1550
-19, -4, 10, 999, 9, -19, 908, -887, 1546
-22, -7, 10, 999, 9, -20, 900, -886, 1555
-19, -6, 8, 999, 9, -21, 902, -886, 1553
-18, 7, 6, 999, 10, -22, 899, -886, 1555
-21, -5, 7, 999, 10, -22, 900, -885, 1555
-21, -5, 2, 999, 10, -23, 896, -885, 1558
-21, -4, 5, 999, 10, -23, 891, -885, 1563
-20, 0, -1, 999, 10, -23, 890, -884, 1564
-20, -6, 0, 999, 10, -24, 890, -884, 1564
-18, -7, 6, 999, 11, -25, 896, -884, 1558
-19, -2, 4, 999, 11, -25, 896, -883, 1558
-18, -3, 0, 999, 11, -26, 894, -883, 1560
-21, -5, 6, 999, 11, -26, 889, -883, 1565
-18, -5, 1, 999, 11, -26, 890, -883, 1565
-16, -5, 0, 999, 11, -27, 886, -883, 1569
-19, -2, 2, 999, 11, -27, 888, -883, 1566
-22, -4, 0, 999, 11, -27, 881, -883, 1573
-19, -4, -4, 999, 11, -27, 875, -883, 1579
-18, -5, 1, 999, 10, -27, 871, -883, 1583
-20, 0, -1, 999, 10, -27, 867, -882, 1586
-20, -4, -1, 999, 10, -27, 865, -882, 1589
-18, -2, 1, 999, 10, -27, 866, -882, 1588
-21, -3, -2, 999, 10, -27, 866, -882, 1588
-23, -6, 0, 999, 10, -27, 861, -882, 1592
-21, -3, 8, 999, 10, -27, 860, -883, 1594
-27, -5, 11, 999, 9, -25, 852, -884, 1601
-54, -67, 21, 999, 0, -8, 611, -895, -1787
-158, -79, -25, 999, -24, 26, -786, -879, -417
-164, -119, 11, 992, -68, 96, -871, -832, -354
-81, -62, -27, 973, -131, 184, -904, -769, -354
-22, -41, -15, 949, -188, 251, -931, -716, -367
67, -69, -54, 882, -319, 345, -963, -619, -427
86, -48, -60, 778, -470, 416, -1002, -510, -485
281, -36, 92, 567, -697, 436, -1056, -345, -579
242, -98, 222, 381, -855, 351, -1098, -224, -676
67, -57, 220, 206, -960, 186, -1141, -119, -789
31, -200, 261, 114, -992, 33, -1158, -65, -880
10, 61, 274, 23, -962, -270, -1175, -13, -1056
-15, 85, 100, -51, -867, -495, -1193, 29, -1197
-4, -68, 130, -66, -833, -548, -1199, 38, -1233
221, -905, -10, -91, -736, -670, -1204, 52, -1323
-243, -294, 1174, -146, -547, -823, -1208, 84, -1463
-30, -80, -32, -155, -326, -932, -1227, 89, -1606
56, -138, 163, -128, -391, -910, -1232, 73, -1567
2, -98, 129, -104, -413, -904, -1237, 60, -1554
-10, -78, 128, -84, -355, -930, -1238, 48, -1591
-17, -298, -76, -57, -258, -964, -1240, 33, -1650
-44, -129, 8, -40, -197, -979, -1238, 23, -1685
-55, -160, 3, -38, -210, -976, -1235, 22, -1678
-15, -149, 99, -36, -240, -970, -1229, 20, -1660
-33, -133, 130, -33, -212, -976, -1223, 19, -1677
11, -193, -42, -20, -162, -986, -1213, 11, -1706
30, 270, -114, 9, -72, -997, -1211, -5, -1758
25, -595, 328, 47, -15, -998, -1229, -27, -1791
-2, 5, -251, 37, -3, -999, -1233, -21, -1798
4, -139, -131, 13, -28, -999, -1223, -7, -1783
5, -90, -4, 3, -79, -996, -1215, -2, -1754
-19, -119, 17, 0, -118, -992, -1211, 0, -1732
-8, -140, 51, -4, -100, -994, -1208, 2, -1742
-30, -92, -9, -11, -64, -997, -1206, 6, -1762
19, -209, 30, -17, 5, -999, -1202, 10, 1796
59, -326, 23, -26, 182, -982, -1200, 15, 1695
53, -245, -77, -43, 596, -801, -1196, 25, 1433
-47, -39, -145, -65, 959, -275, -1196, 37, 1060
36, 217, -156, -72, 954, 288, -1197, 41, 731
-26, 138, -54, -97, 745, 659, -1199, 56, 485
17, 153, -72, -125, 658, 741, -1199, 72, 415
15, 108, -34, -121, 597, 792, -1199, 69, 370
-17, 140, -243, -74, 589, 804, -1200, 42, 362
20, 282, -46, -2, 560, 828, -1196, 1, 340
-56, -93, -366, 128, 521, 843, -1174, -73, 317
9, -138, -336, 164, 515, 840, -1165, -94, 315
93, 711, 39, 164, 507, 845, -1158, -94, 309
37, 179, 116, 169, 501, 848, -1155, -97, 305
-77, -103, -154, 172, 469, 865, -1155, -99, 284
-7, 57, -28, 167, 400, 900, -1162, -96, 239
-20, 72, 232, 69, 356, 931, -1175, -40, 209
159, 185, -138, -16, 267, 963, -1190, 9, 154
4, 185, 3, 2, 287, 957, -1202, -1, 167
21, 65, -20, 3, 304, 952, -1212, -2, 177
7, 142, -39, 5, 279, 960, -1217, -3, 162
28, 164, -45, 5, 251, 967, -1222, -3, 145
20, 156, -31, 3, 219, 975, -1229, -2, 126
11, 108, -10, 3, 176, 984, -1233, -1, 101
14, 133, -13, 3, 159, 987, -1233, -1, 91
12, 117, -15, 2, 116, 993, -1232, -1, 66
-22, 25, 6, 1, 101, 994, -1231, -1, 58
14, 44, -18, 2, 91, 995, -1228, -1, 52
9, 0, -7, 3, 78, 996, -1222, -1, 45
-7, 95, -29, 3, 63, 997, -1215, -2, 36
-20, 82, -14, 4, 36, 999, -1210, -2, 20
23, 38, 26, 6, 1, 999, -1204, -3, 1
19, 93, -15, 6, -22, 999, -1198, -3, -13
-38, 241, 49, 8, -24, 999, -1193, -4, -14
43, 101, -67, 11, 15, 999, -1194, -6, 8
51, -74, -17, 14, 60, 998, -1200, -8, 34
76, -80, -9, 16, 119, 992, -1205, -9, 68
30, -9, 0, 17, 127, 991, -1206, -9, 73
18, 24, -5, 17, 98, 994, -1204, -10, 56
5, -5, 0, 17, 68, 997, -1200, -10, 39
20, 38, 12, 16, 20, 999, -1194, -9, 12
18, 49, -7, 16, 14, 999, -1194, -9, 8
20, -11, -1, 17, 37, 999, -1192, -10, 21
19, 17, 0, 17, 53, 998, -1192, -10, 30
21, 32, -1, 17, 88, 995, -1193, -9, 50
20, -127, 28, 16, 121, 992, -1193, -9, 69
22, 30, -5, 15, 130, 991, -1193, -9, 74
17, 34, -6, 15, 125, 991, -1192, -8, 72
22, -24, 0, 15, 122, 992, -1192, -8, 70
20, 20, -1, 14, 123, 992, -1192, -8, 70
19, -1, 0, 13, 120, 992, -1192, -7, 69
10, -2, -11, 11, 120, 992, -1192, -6, 69
16, 9, 3, 9, 118, 992, -1192, -5, 68
15, -8, 1, 8, 117, 993, -1192, -4, 67
9, 4, -3, 5, 118, 992, -1192, -3, 68
9, 5, -1, 3, 115, 993, -1192, -2, 66
7, 1, -1, 2, 115, 993, -1192, -1, 66
6, -5, 0, 1, 114, 993, -1191, 0, 65
5, -5, -3, 0, 114, 993, -1191, 0, 65
5, 3, -2, 0, 114, 993, -1191, 0, 65
3, 0, -2, -1, 113, 993, -1191, 1, 65
3, -1, 0, -2, 113, 993, -1191, 1, 65
3, 0, 0, -2, 113, 993, -1191, 1, 65
3, 1, -1, -3, 113, 993, -1191, 1, 65
3, 1, -3, -3, 112, 993, -1191, 2, 64
4, -3, -1, -4, 113, 993, -1191, 2, 64
1, 4, 0, -4, 113, 993, -1191, 2, 65
0, -11, -2, -4, 113, 993, -1191, 2, 65
3, 3, -1, -4, 113, 993, -1191, 2, 65
4, -2, -2, -4, 112, 993, -1191, 2, 64
3, -1, -3, -4, 111, 993, -1190, 2, 64
2, -2, -1, -4, 111, 993, -1190, 2, 63
-1, -2, -2, -4, 111, 993, -1190, 2, 63
1, 0, -2, -4, 111, 993, -1190, 2, 63
0, 0, -3, -4, 110, 993, -1190, 2, 63
1, -3, -1, -5, 110, 993, -1190, 2, 63
-1, 0, -4, -5, 110, 993, -1190, 3, 63
1, 0, -1, -5, 110, 993, -1190, 3, 63
1, -2, 0, -5, 110, 993, -1190, 2, 63
3, -4, -1, -5, 110, 993, -1190, 2, 63
2, 3, -2, -5, 110, 993, -1190, 2, 63
1, -1, 0, -5, 109, 993, -1189, 2, 63
2, 0, -3, -4, 109, 993, -1189, 2, 63
1, -1, -2, -4, 109, 993, -1189, 2, 63
1, 0, -2, -4, 110, 993, -1189, 2, 63
1, 4, 1, -4, 109, 993, -1189, 2, 63
3, 0, -3, -4, 110, 993, -1189, 2, 63
1, -1, -1, -4, 110, 993, -1189, 2, 63
1, 1, 0, -4, 109, 993, -1189, 2, 63
1, 0, 0, -5, 109, 993, -1189, 2, 62
0, -2, -1, -5, 109, 993, -1188, 2, 62
2, 1, 0, -4, 109, 993, -1188, 2, 62
2, 1, -4, -5, 109, 993, -1188, 2, 62
0, 0, 2, -5, 109, 994, -1188, 2, 62
1, 0, 0, -5, 109, 994, -1188, 2, 62
3, -1, -2, -5, 108, 994, -1188, 2, 62
3, 0, -1, -4, 108, 994, -1188, 2, 62
1, 1, 0, -5, 108, 994, -1188, 2, 62
2, -2, -2, -5, 108, 994, -1188, 2, 62
5, -1, -2, -5, 108, 994, -1188, 3, 62
1, 0, 0, -5, 108, 994, -1188, 3, 62
0, -5, 0, -5, 108, 994, -1188, 3, 62
0, 0, -8, -5, 108, 994, -1187, 3, 62
-1, 11, -5, -5, 107, 994, -1187, 3, 61
1, 3, 2, -5, 108, 994, -1187, 3, 62
-6, -26, -48, -5, 105, 994, -1187, 3, 60
0, 11, -18, -5, 104, 994, -1187, 3, 60
4, -11, 17, -5, 101, 994, -1187, 3, 58
3, -2, 4, -5, 106, 994, -1187, 3, 60
0, 18, -6, -5, 103, 994, -1187, 2, 59
4, -9, 2, -5, 99, 994, -1187, 3, 57
-1, -11, 0, -5, 101, 994, -1187, 3, 57
1, 8, -6, -5, 102, 994, -1187, 3, 58
2, -10, -1, -5, 101, 994, -1187, 3, 58
0, 0, 10, -6, 105, 994, -1186, 3, 60
3, -8, -49, -5, 99, 994, -1186, 3, 57
-1, -20, -5, -5, 101, 994, -1186, 3, 58
2, -21, -3, -5, 100, 994, -1186, 3, 57
2, 14, -8, -5, 101, 994, -1186, 3, 58
0, -12, -4, -5, 99, 995, -1186, 3, 57
-1, -22, -2, -5, 101, 994, -1186, 3, 58
2, 9, -1, -5, 98, 995, -1186, 2, 56
2, -11, 5, -5, 100, 994, -1186, 3, 57
0, -1, 0, -5, 102, 994, -1186, 3, 58
1, 4, -1, -5, 101, 994, -1186, 3, 58
1, -4, 0, -5, 101, 994, -1185, 3, 58
1, 0, -3, -6, 102, 994, -1185, 3, 59
3, 1, -2, -6, 102, 994, -1185, 3, 58
0, -4, 0, -6, 102, 994, -1185, 3, 58
1, 6, -3, -6, 103, 994, -1185, 3, 59
2, -2, -1, -6, 102, 994, -1185, 3, 58
1, -3, 0, -6, 102, 994, -1185, 3, 58
